123	1491981	129732823X	2012-10-08
124	914061	0801852420	2012-10-05
124	914061	8466307281	2012-09-01
124	914061	8467016906	2014-05-08
124	914061	1551640023	2012-11-25
124	914061	0140288708	2014-12-18
124	914061	2020961296	2014-08-09
124	914061	1781383146	2014-10-15
124	914061	1515121771	2015-07-26
125	767909	8466328459	2015-05-30
126	113963	0828868964	2014-07-03
126	113963	3828893651	2015-01-31
126	113963	950511611X	2016-02-06
126	113963	1167251792	2013-02-07
126	113963	1405345829	2013-10-30
126	113963	8492759801	2012-06-21
126	113963	0801815452	2015-06-17
126	113963	019871517X	2012-02-26
127	20	0851247903	2013-10-25
127	20	151162115X	2012-11-25
127	20	8416838070	2013-02-26
127	20	0521764580	2012-07-27
127	20	1536809764	2013-03-27
127	20	8490626626	2016-12-30
128	783214	8491050442	2016-06-27
128	783214	1536884103	2012-10-03
128	783214	1614278040	2014-05-30
128	783214	8466320555	2012-06-26
128	783214	8884514819	2015-04-22
128	783214	1297134788	2015-09-06
128	783214	1247691721	2013-12-21
128	783214	0231177410	2013-04-16
129	784165	8429445595	2012-11-11
129	784165	0554075458	2016-01-19
129	784165	1782224122	2015-02-21
129	784165	2253076252	2014-01-03
130	1118691	0241980089	2012-01-19
130	1118691	0816188254	2014-08-01
130	1118691	8466328505	2016-11-19
130	1118691	1841504637	2013-03-22
131	12741	987042175X	2014-01-29
131	12741	8416418799	2014-06-27
132	3475	0241203414	2012-07-22
132	3475	0099448599	2013-10-04
132	3475	153680777X	2013-02-12
133	33423	9061127289	2012-05-29
133	33423	8374955635	2013-11-12
133	33423	1536950130	2016-09-18
133	33423	0415167914	2012-07-14
133	33423	1514389053	2016-09-21
134	1000591	9870409067	2016-07-17
134	1000591	3442737214	2012-11-15
134	1000591	9722322028	2012-09-04
134	1000591	1536950130	2014-07-19
134	1000591	2709613980	2016-10-26
134	1000591	1634594703	2016-05-23
134	1000591	9491297910	2014-10-02
134	1000591	071367587X	2013-07-27
135	1468801	8437622867	2013-05-21
135	1468801	1841504637	2013-06-20
135	1468801	151162115X	2014-01-22
135	1468801	837319925X	2014-05-19
136	657863	8373193561	2012-07-28
136	657863	0415153131	2014-02-11
136	657863	0452297303	2013-03-12
136	657863	1346305560	2013-03-06
136	657863	1107667895	2012-10-02
137	33423	1143796233	2014-07-07
137	33423	152328045X	2015-08-20
137	33423	1409443809	2012-12-08
137	33423	8374957387	2012-12-15
138	13116	0231177410	2015-05-27
138	13116	3423144696	2015-02-05
138	13116	8492759801	2012-02-06
138	13116	0521144655	2016-10-08
138	13116	1525215663	2012-10-19
138	13116	1612051820	2015-12-14
138	13116	156584775X	2015-04-04
139	36823	0140288708	2014-08-18
139	36823	1534678697	2016-12-29
139	36823	1138206709	2014-05-19
139	36823	1535532858	2013-11-07
139	36823	8884514819	2015-07-05
139	36823	8420481793	2014-04-28
139	36823	8499677916	2012-03-25
139	36823	8466324607	2016-12-20
140	2384071	8416075980	2014-03-15
140	2384071	1537648381	2014-08-10
141	10191	1534678697	2012-06-23
141	10191	023116842X	2013-03-18
141	10191	1860463533	2015-01-04
141	10191	8466320385	2013-04-17
142	808627	8420467170	2015-02-10
142	808627	8497403738	2015-12-11
142	808627	8372000557	2012-02-12
142	808627	124694278X	2012-11-15
142	808627	8490626642	2016-06-14
142	808627	8491051643	2015-10-30
142	808627	1420949721	2014-07-29
143	10367	8437622867	2012-08-16
144	860551	2895962308	2014-01-19
144	860551	0141182253	2012-11-03
144	860551	0452297303	2012-02-27
144	860551	1609804546	2016-03-10
145	3080761	8437602211	2014-02-07
145	3080761	0896081001	2014-06-03
145	3080761	8497598016	2012-01-12
145	3080761	1409443809	2013-02-13
145	3080761	3897710609	2012-01-11
145	3080761	193438917X	2016-02-01
145	3080761	0554075105	2013-12-24
146	1183041	0415206634	2013-01-16
146	1183041	8420481793	2013-01-05
146	1183041	8420467170	2012-10-07
147	683203	1294280953	2016-07-26
147	683203	0559052111	2012-03-19
147	683203	1247691721	2012-03-04
147	683203	1360746617	2015-11-21
147	683203	0500010935	2016-04-01
147	683203	0812222156	2016-01-12
147	683203	2895962308	2015-05-29
147	683203	1171960913	2013-07-29
148	804775	8856502119	2016-07-05
148	804775	1332573967	2016-06-21
148	804775	1476751986	2014-04-23
148	804775	0631166211	2012-07-01
148	804775	1361471344	2014-04-01
148	804775	8377580888	2014-02-13
149	1344951	8416838070	2013-10-11
149	1344951	1589770498	2016-02-08
149	1344951	1893010287	2016-10-22
150	89673	2266261541	2013-07-21
150	89673	1534917349	2015-05-22
150	89673	950511611X	2015-01-03
150	89673	0893817767	2013-10-06
150	89673	1405353104	2012-07-26
150	89673	8420428213	2016-08-20
151	10203	0394721861	2013-12-22
152	1049021	8496304442	2016-11-18
152	1049021	1278200096	2015-05-21
152	1049021	0745335489	2012-02-25
152	1049021	1332573967	2014-05-09
152	1049021	3540048278	2015-08-03
152	1049021	2748900375	2015-09-04
153	10191	8851522308	2012-09-15
153	10191	1586633953	2013-12-23
153	10191	1167251792	2015-11-27
153	10191	0710004389	2012-05-27
154	765548	8493914339	2012-01-20
154	765548	0415167914	2012-04-01
155	1183041	1539101614	2015-06-18
156	2649721	1533011869	2015-07-16
156	2649721	1530377382	2014-10-21
156	2649721	9870400183	2015-04-04
156	2649721	1365097161	2014-03-29
156	2649721	0719082307	2014-06-16
156	2649721	1843910659	2012-05-06
157	2314721	8466323627	2015-09-05
157	2314721	1852421177	2016-11-04
157	2314721	0486420922	2014-10-09
157	2314721	1515121771	2015-07-14
157	2314721	842047505X	2014-05-19
157	2314721	2070383571	2014-10-26
157	2314721	8490628343	2013-07-08
157	2314721	1420949705	2013-09-08
158	683203	202067985X	2012-12-20
159	814304	8493696145	2016-08-19
159	814304	153912472X	2013-03-06
159	814304	0571288529	2013-08-09
159	814304	9061123097	2012-04-01
160	34713	8497403541	2013-10-01
161	1018421	024197352X	2015-06-05
161	1018421	8437633680	2013-04-29
161	1018421	1844672573	2015-01-13
161	1018421	0199593558	2013-12-18
161	1018421	1594390266	2014-02-14
161	1018421	1434691926	2015-11-21
162	779853	1329988167	2013-09-12
162	779853	843760446X	2016-01-02
162	779853	3198924375	2014-07-10
162	779853	1297414284	2015-06-10
162	779853	1507829469	2014-06-08
162	779853	8884511542	2013-10-15
162	779853	0452296501	2013-06-07
163	2649721	1149359463	2015-05-10
163	2649721	8501106720	2016-09-30
163	2649721	031334339X	2012-11-18
163	2649721	1539057828	2013-03-11
163	2649721	8420428213	2013-08-06
163	2649721	8496304442	2013-07-05
163	2649721	8432243221	2012-06-27
163	2649721	0141182598	2015-09-23
164	755431	8498972833	2015-06-09
164	755431	1843922282	2016-03-10
164	755431	8466328505	2016-08-19
165	11900	8535901248	2014-09-23
165	11900	0801815452	2014-10-18
165	11900	1346322732	2015-04-28
165	11900	3668265046	2015-07-31
165	11900	0812222156	2014-02-14
166	30923	8501402761	2014-08-17
166	30923	1115056808	2015-07-17
166	30923	1258766078	2016-09-25
166	30923	8466326561	2013-04-07
166	30923	0262530201	2013-03-03
167	3475	8468025380	2013-02-05
167	3475	1275197248	2014-11-16
167	3475	1143796233	2012-07-12
167	3475	9870414567	2015-04-06
167	3475	1409443809	2012-06-28
167	3475	8843805789	2014-08-31
167	3475	1537648381	2016-03-20
168	2426	174059780X	2015-03-15
168	2426	202067985X	2015-02-27
168	2426	0297852469	2014-03-07
168	2426	1844370011	2013-10-04
168	2426	8374956402	2015-09-20
169	648873	2930402202	2013-09-08
170	612473	0300198647	2013-01-21
170	612473	1142545679	2016-01-10
170	612473	1536961590	2015-12-31
170	612473	1634595513	2013-10-07
170	612473	0140288708	2012-06-03
170	612473	2020979659	2016-01-12
170	612473	1537166727	2016-08-03
171	2166061	1476751986	2012-08-21
171	2166061	1906838313	2016-03-28
171	2166061	8437600758	2014-03-06
172	12528	0822322188	2013-12-28
172	12528	152328045X	2012-10-29
172	12528	1275197248	2016-08-28
173	3176751	1855662671	2015-02-17
173	3176751	3442733545	2016-07-14
173	3176751	0415153131	2016-10-22
173	3176751	1517051096	2016-02-09
173	3176751	8853009268	2014-08-05
173	3176751	0710004389	2016-04-04
173	3176751	1360746617	2014-02-12
174	13116	1143796233	2013-08-23
174	13116	1567513441	2014-06-16
174	13116	055407527X	2016-04-25
174	13116	8466320601	2016-03-14
175	532923	0241980089	2012-08-11
175	532923	1530486130	2016-07-04
175	532923	1535256702	2015-10-15
175	532923	1333709617	2014-05-14
175	532923	1536956422	2012-01-11
175	532923	3650401606	2015-10-05
175	532923	3937683607	2013-02-15
176	10203	1539138143	2013-05-23
176	10203	2910557049	2014-01-18
176	10203	1104001527	2012-05-01
176	10203	1279738766	2016-01-28
176	10203	906112509X	2016-02-21
176	10203	153037734X	2014-10-12
176	10203	8535901248	2016-05-22
176	10203	1258766078	2015-12-19
176	10203	8533606796	2015-03-25
177	25993	1536807605	2015-07-18
177	25993	8408010387	2016-10-31
177	25993	8467041102	2012-04-11
177	25993	1539370674	2014-05-19
177	25993	2020979659	2014-03-17
177	25993	8421622951	2015-07-27
178	809685	0262034247	2014-01-15
178	809685	0714846031	2015-02-23
178	809685	1142808629	2014-06-26
178	809685	8420610267	2013-05-19
178	809685	1507817428	2016-08-18
178	809685	9870409067	2012-05-27
178	809685	8467016906	2014-02-07
178	809685	8437633680	2015-04-10
179	1049021	2020961296	2012-11-10
180	767909	0948230568	2015-05-31
181	11900	1482035030	2013-04-08
181	11900	9681904966	2015-07-21
181	11900	0486451526	2015-04-29
181	11900	2897192453	2014-05-29
181	11900	3442734312	2014-10-27
181	11900	2020339978	2012-01-10
182	1049021	0812060202	2016-07-24
182	1049021	8817074667	2012-03-28
182	1049021	849897254X	2015-06-05
182	1049021	0719082307	2016-03-05
182	1049021	1332573967	2016-03-28
183	784165	0141029722	2013-12-15
183	784165	0559052049	2015-01-05
183	784165	1137000678	2016-07-28
183	784165	1859843778	2015-01-12
183	784165	1523458003	2016-10-15
183	784165	8433848070	2013-10-20
183	784165	3518586947	2015-10-06
184	2426	1539017842	2013-03-11
184	2426	1533011869	2016-12-15
184	2426	8853607807	2016-03-29
184	2426	124630354X	2015-12-21
184	2426	1276917635	2014-01-23
184	2426	1583676058	2012-03-06
184	2426	0262528827	2014-04-15
185	648873	8466369945	2014-03-17
186	30923	0521115582	2015-06-29
186	30923	1936599325	2013-01-02
186	30923	1530452635	2013-06-22
186	30923	843760446X	2016-10-15
186	30923	1539166961	2015-10-21
186	30923	1482035030	2013-06-18
186	30923	8478950737	2013-04-25
186	30923	8466328491	2013-12-14
187	731573	1783190442	2015-03-10
188	648873	0241204224	2016-09-23
188	648873	1551640023	2016-03-28
188	648873	3442734312	2014-03-18
188	648873	0670019119	2013-07-31
188	648873	8861454259	2012-10-27
188	648873	9870414567	2014-02-15
188	648873	1609804546	2012-08-03
188	648873	8377582287	2016-12-04
189	89673	1539370674	2015-03-01
189	89673	3518466585	2013-07-08
189	89673	193438917X	2014-03-05
189	89673	8437622158	2013-04-25
189	89673	1933633832	2015-01-20
189	89673	0262527340	2015-11-09
189	89673	0812222156	2012-06-26
189	89673	8420482803	2015-02-16
189	89673	2895962308	2013-07-24
190	635543	1589770498	2013-07-12
190	635543	1273798325	2016-08-18
190	635543	0199123446	2015-05-12
190	635543	8432243221	2014-02-25
190	635543	1535532858	2013-05-13
190	635543	1361471344	2016-03-07
190	635543	1902593693	2014-03-24
191	3204511	0262034247	2015-07-11
192	12830	1566561280	2016-10-14
192	12830	8420482838	2013-12-27
192	12830	271860929X	2016-07-24
192	12830	8466328491	2015-07-11
193	113963	8853607807	2014-05-14
193	113963	158977020X	2012-01-19
193	113963	1941999174	2016-10-29
193	113963	0198778538	2015-06-04
193	113963	074533234X	2012-08-15
193	113963	1330776380	2015-05-22
193	113963	1906838615	2014-12-08
193	113963	8126517476	2015-11-07
194	4188111	8490628343	2015-07-18
194	4188111	8497400658	2016-05-06
194	4188111	8856502119	2013-11-02
194	4188111	9870409067	2014-10-27
194	4188111	1537251252	2014-12-16
194	4188111	1536943010	2016-11-15
194	4188111	8466755047	2015-02-07
194	4188111	9491297910	2014-07-13
194	4188111	2020961296	2016-09-13
195	113963	1906838658	2015-02-23
195	113963	1537436856	2015-02-27
195	113963	1539166961	2014-07-18
195	113963	0752441213	2012-11-26
195	113963	1539125246	2013-05-13
196	3889921	1515121771	2015-06-13
196	3889921	1525215663	2016-07-16
196	3889921	8497403541	2013-08-14
196	3889921	0754640876	2014-08-10
196	3889921	0753821192	2015-11-02
196	3889921	8466321691	2013-09-12
196	3889921	8479623748	2013-06-03
196	3889921	8491261737	2014-07-19
196	3889921	1783190493	2012-07-24
197	767909	1409329127	2013-10-10
197	767909	0262527340	2014-07-05
197	767909	1633882357	2015-02-22
198	36823	1405345829	2016-10-25
198	36823	0812222156	2012-06-28
198	36823	1904978681	2014-03-29
199	652193	1142808629	2013-10-04
199	652193	1141463261	2014-12-20
199	652193	1107667895	2012-06-28
200	33423	8497840321	2013-08-26
200	33423	1514389053	2016-01-08
200	33423	9870432336	2013-05-30
200	33423	1906838313	2015-12-04
200	33423	8385468293	2014-03-30
200	33423	0199593558	2016-10-13
200	33423	1104001527	2015-08-09
200	33423	1539000168	2013-11-26
200	33423	1142155870	2012-11-21
201	72023	0851248098	2012-09-14
201	72023	0745335489	2013-06-12
201	72023	9202930775	2016-09-17
202	779853	8497783263	2016-05-07
202	779853	1551642611	2012-08-24
202	779853	8497403541	2014-04-20
202	779853	9061126002	2014-06-12
202	779853	0304304662	2015-07-06
202	779853	1142808629	2014-02-17
202	779853	2020961296	2014-11-01
203	1118691	8437622867	2014-04-08
203	1118691	1137367067	2014-06-24
203	1118691	1906838658	2012-03-29
203	1118691	1179416678	2016-07-11
203	1118691	9681679423	2012-09-14
204	1620841	8491050442	2013-02-07
204	1620841	8466307222	2012-03-15
204	1620841	2070383571	2013-02-12
204	1620841	9870409067	2015-04-07
204	1620841	1433124475	2012-10-24
204	1620841	8467016906	2014-12-05
205	1344951	0231175965	2016-01-05
205	1344951	1535439173	2015-02-02
205	1344951	1171926936	2014-06-30
205	1344951	1539125246	2014-12-29
206	2649721	0198306156	2012-03-22
206	2649721	0241208734	2015-03-26
206	2649721	1537436856	2012-05-03
206	2649721	0140224327	2012-04-11
207	1118691	1536884103	2013-06-01
208	3051	0199641811	2013-09-29
208	3051	0262024187	2016-11-04
208	3051	0471526266	2012-10-20
208	3051	607112784X	2015-06-20
208	3051	1287549551	2013-01-29
208	3051	1843922282	2012-10-09
208	3051	1589770439	2014-04-14
209	783214	8884511542	2015-10-10
209	783214	153680777X	2016-04-23
209	783214	0753829282	2013-03-08
209	783214	8437633680	2014-04-23
209	783214	1530452635	2014-10-05
209	783214	0822322188	2015-02-16
209	783214	8416838070	2015-09-17
209	783214	1235080714	2013-02-16
210	12830	1537781650	2012-08-14
210	12830	842040568X	2016-07-19
210	12830	8324027734	2012-03-23
210	12830	0719082307	2016-03-23
210	12830	0262530201	2012-01-14
210	12830	1360746617	2013-11-11
210	12830	1456532138	2014-04-21
210	12830	8373195696	2014-11-12
210	12830	8490626626	2016-01-18
211	1049021	8374956402	2015-06-27
211	1049021	0856684937	2016-04-30
211	1049021	271860929X	2015-04-29
211	1049021	8430617493	2012-05-02
212	1303691	3518466585	2012-12-17
212	1303691	9876025384	2014-07-03
212	1303691	0753829282	2015-12-19
212	1303691	8497840321	2014-04-08
212	1303691	0231175965	2013-06-14
212	1303691	1277130337	2013-03-21
212	1303691	0099533111	2016-08-08
212	1303691	8324027734	2015-12-16
213	72023	8420610267	2015-05-02
213	72023	1567922953	2015-07-08
213	72023	0465056741	2014-02-05
213	72023	0801852420	2015-01-30
213	72023	0262527405	2013-05-06
213	72023	8466323627	2013-12-12
214	25993	0938972189	2013-03-25
214	25993	8884514819	2012-04-15
214	25993	0262515067	2012-06-03
214	25993	8437633680	2013-05-26
214	25993	8492759801	2016-05-19
214	25993	8416838070	2013-08-16
215	1491981	1783190493	2015-09-21
216	749863	0141182253	2013-11-05
216	749863	1500719234	2015-03-03
216	749863	0199651337	2016-06-13
216	749863	1360746617	2013-09-26
216	749863	8433848070	2016-10-14
216	749863	1904978681	2015-10-20
216	749863	0143104829	2014-11-25
216	749863	1878825224	2016-09-01
216	749863	1530453941	2012-11-23
217	1468801	0241189241	2016-09-19
217	1468801	9750817524	2015-03-17
217	1468801	3937683607	2016-09-03
217	1468801	0710200234	2015-07-16
218	55993	8415996470	2013-07-04
218	55993	1860463533	2013-06-29
219	814304	2020339978	2013-09-20
219	814304	2020961296	2013-01-09
219	814304	0199651337	2015-08-09
219	814304	0753824337	2015-02-06
219	814304	0618222073	2012-04-01
220	97933	0198778538	2015-05-23
220	97933	9781405884426	2014-04-11
220	97933	9812688978	2013-10-19
221	10519	2757830465	2016-09-17
221	10519	1179416678	2015-08-23
221	10519	9750817524	2012-04-01
221	10519	2266261541	2012-08-30
221	10519	0330413147	2015-02-18
221	10519	0534576400	2015-09-21
221	10519	055408189X	2016-06-29
221	10519	8501106720	2012-07-06
221	10519	3442737214	2014-10-24
222	2298181	0745335489	2014-08-27
222	2298181	1530377382	2013-02-22
223	1605161	1539057828	2014-03-01
223	1605161	1333188706	2013-09-29
223	1605161	1536809764	2013-03-23
223	1605161	226616922X	2013-10-09
223	1605161	1115056808	2013-04-18
223	1605161	8415310110	2012-03-07
223	1605161	1566892279	2012-01-12
223	1605161	1941999174	2012-05-02
224	657863	1614278040	2012-12-03
224	657863	1893010287	2014-12-17
224	657863	1499199422	2012-06-28
224	657863	1536884103	2012-02-07
224	657863	0415099943	2013-02-15
225	783214	8493477265	2013-05-07
225	783214	1434668681	2012-06-26
225	783214	1276917635	2012-04-16
225	783214	1589770439	2012-02-19
226	1000591	0198306156	2014-05-23
226	1000591	1537648381	2016-01-13
226	1000591	8843803565	2013-12-03
227	2911221	906112509X	2016-07-31
227	2911221	1420949705	2014-12-31
227	2911221	3518466585	2014-01-05
228	1584511	9068014382	2016-04-21
228	1584511	3828893651	2014-02-04
229	2298181	8420482838	2016-03-11
229	2298181	024197352X	2013-04-13
230	2660081	1583671536	2013-11-18
231	118203	0992245338	2016-04-27
231	118203	0521764580	2013-01-31
231	118203	3897710552	2015-07-31
231	118203	1902593693	2016-12-02
231	118203	1171960913	2016-08-16
231	118203	1273798325	2016-05-23
231	118203	1843922282	2013-09-03
231	118203	1583676058	2014-06-21
232	113963	1840024356	2013-06-09
232	113963	8470390791	2013-01-09
233	765150	1583671536	2016-01-20
233	765150	8497403541	2012-04-11
233	765150	607112784X	2013-10-06
233	765150	1539125246	2015-10-27
233	765150	2266261541	2013-11-17
233	765150	8501106720	2015-03-09
234	30923	607112784X	2013-06-11
234	30923	1149748524	2015-03-15
234	30923	1235080714	2015-10-12
234	30923	0452296501	2014-10-28
234	30923	0860916855	2013-01-27
234	30923	3662510375	2013-05-18
234	30923	1330731867	2015-09-19
234	30923	1403917299	2012-08-17
234	30923	0195383168	2015-11-18
235	2314721	234310087X	2016-07-24
235	2314721	0753824337	2014-02-28
235	2314721	8466320385	2013-07-08
235	2314721	1537389467	2012-05-01
235	2314721	271860929X	2015-02-09
236	141133	189543162X	2016-07-03
236	141133	2910557049	2016-10-15
237	814304	8493914339	2014-06-23
237	814304	019871517X	2013-10-28
237	814304	8499677916	2012-05-23
237	814304	8466320385	2012-08-22
237	814304	1271899922	2012-05-09
237	814304	0141182598	2014-12-05
238	755431	8496304442	2013-06-05
238	755431	153912472X	2015-10-17
238	755431	8497598016	2014-12-23
238	755431	8466307222	2015-05-18
238	755431	8490628327	2012-08-25
238	755431	8486587026	2014-07-16
238	755431	0554075458	2016-05-04
238	755431	1539017842	2012-07-04
238	755431	1245162799	2012-10-29
239	97933	8466328467	2013-01-14
239	97933	0262029855	2014-01-04
239	97933	8491261737	2012-05-17
240	2649721	0521764580	2014-12-12
240	2649721	1171960913	2015-12-11
240	2649721	8467025921	2012-01-02
240	2649721	3518586947	2016-03-03
241	12830	8373197451	2015-10-26
241	12830	0297852469	2014-10-30
241	12830	8467016906	2016-11-18
241	12830	1515121771	2015-02-27
241	12830	1511567171	2016-03-28
242	2649721	1271899922	2016-06-02
242	2649721	0198306156	2012-12-29
242	2649721	1346305560	2014-09-19
242	2649721	3656595275	2013-12-23
242	2649721	1741140781	2013-08-14
243	648873	1589770722	2012-04-07
243	648873	0262528827	2016-05-15
244	648873	9870432336	2013-12-07
244	648873	8817074667	2014-11-22
244	648873	8484488799	2015-10-13
244	648873	0887845746	2013-11-20
244	648873	3423144696	2015-08-02
245	1305941	1523458003	2015-06-05
245	1305941	2020979659	2015-11-30
245	1305941	0822004151	2016-01-31
246	5017	0754640876	2014-06-18
246	5017	0710200234	2012-01-21
246	5017	1346322732	2013-09-20
246	5017	9061126002	2014-07-25
246	5017	8374957387	2014-02-16
247	1605161	1332573967	2014-05-15
247	1605161	071367587X	2012-07-21
247	1605161	026253097X	2014-07-15
247	1605161	0674276701	2015-01-03
247	1605161	1634595513	2013-06-09
248	3051	0262530708	2012-10-11
248	3051	023114475X	2013-11-29
248	3051	8491050442	2016-11-17
248	3051	024114602X	2015-01-01
248	3051	1534678697	2014-02-28
248	3051	1594390266	2012-01-23
248	3051	8373199438	2014-04-12
248	3051	8535910239	2012-10-03
248	3051	8466320407	2012-08-27
249	97933	1539000168	2015-09-07
249	97933	8373190732	2013-06-13
249	97933	1848310889	2012-03-22
249	97933	8466320385	2013-09-08
249	97933	0710200234	2015-02-26
250	2649721	1904978681	2014-06-05
250	2649721	0006860249	2012-03-15
250	2649721	1852421177	2013-08-27
251	2100521	0615615791	2014-02-04
251	2100521	8466320385	2013-11-21
252	892821	8853613009	2016-08-29
252	892821	0936388560	2015-11-07
252	892821	9879065387	2012-10-25
252	892821	8481645095	2014-07-25
252	892821	1154852962	2012-09-21
252	892821	158871277X	2013-06-24
253	3051	1514132613	2012-05-19
253	3051	8466327541	2014-02-08
253	3051	8491050442	2014-12-20
253	3051	1878825224	2015-03-06
253	3051	0471679526	2012-03-08
254	14763	0521144655	2014-07-07
254	14763	3897710609	2015-08-16
254	14763	1535532858	2013-04-28
255	11900	1537436856	2014-10-15
255	11900	1534653473	2015-06-21
255	11900	1906838615	2012-09-08
255	11900	1141463261	2014-07-09
255	11900	1567922953	2015-05-07
255	11900	158871277X	2015-04-18
255	11900	1537648381	2016-09-17
255	11900	8373193561	2014-02-21
256	635863	8437622867	2014-10-31
256	635863	1277130337	2012-01-07
256	635863	3650401606	2013-08-20
256	635863	2020961296	2013-11-08
257	3051	8473170741	2015-12-27
257	3051	023116842X	2012-07-31
258	2298181	8491261737	2016-01-17
258	2298181	1906838313	2016-06-02
259	43593	0883450577	2015-01-13
259	43593	1296221849	2016-12-05
259	43593	8373196137	2016-02-04
259	43593	158871277X	2016-01-25
259	43593	3631498667	2014-09-13
259	43593	3110154137	2015-06-03
259	43593	8373196137	2014-08-09
259	43593	0471526266	2013-02-03
260	12741	0729302156	2016-02-12
260	12741	1537389467	2016-11-19
260	12741	9781405884426	2015-04-14
260	12741	162779381X	2016-02-02
260	12741	3897710552	2014-08-10
260	12741	1873176791	2012-02-02
260	12741	3423144696	2014-09-09
261	1303691	0415153131	2014-11-27
261	1303691	071367587X	2016-04-19
261	1303691	1589770676	2015-06-16
261	1303691	1333188706	2016-08-05
261	1303691	1878825224	2016-05-07
262	34713	8495203960	2015-06-10
262	34713	3937683607	2013-11-09
262	34713	3668265046	2015-03-06
262	34713	0262527405	2015-10-27
262	34713	8497400658	2014-12-21
262	34713	0896083063	2015-03-03
262	34713	0753828626	2014-11-26
262	34713	9876025384	2013-07-16
262	34713	193438917X	2012-05-30
263	1000591	8466328467	2015-08-09
263	1000591	1551642867	2012-04-25
263	1000591	1565848594	2014-04-14
263	1000591	202067985X	2014-01-13
263	1000591	1608464245	2013-06-18
264	683203	8490626642	2012-06-20
264	683203	1162960043	2016-01-19
265	3051	1506337163	2012-07-27
265	3051	1149359463	2013-07-05
265	3051	0300198647	2014-09-24
265	3051	1480243469	2012-02-20
266	2660081	1844370011	2012-01-18
266	2660081	124630354X	2014-11-28
